subject,session,stim,big_small,onset,opt,response_time,correct,sequence
o17,rep2,stim/piano.bmp,B,159999,3,949,True,3
o17,rep2,stim/cleaver.bmp,S,170999,3,2179,False,2
o17,rep2,stim/shark.bmp,B,173999,3,678,True,3
o17,rep2,stim/frog.bmp,S,176999,4,1004,True,1
o17,rep2,stim/acorn.bmp,S,179999,4,747,True,1
o17,rep2,stim/ballena.bmp,B,182999,3,918,True,2
o17,rep2,stim/ballena.bmp,B,185999,3,600,True,3
o17,rep2,stim/cleaver.bmp,S,188999,3,977,False,3
o17,rep2,stim/bird.bmp,S,195999,4,1002,True,1
o17,rep2,stim/frog.bmp,S,202999,4,746,True,2
o17,rep2,stim/basketball.bmp,B,209999,3,982,True,3
o17,rep2,stim/rockychair.bmp,B,212999,3,777,True,2
o17,rep2,stim/goat.bmp,B,215999,3,722,True,1
o17,rep2,stim/cherrytree.bmp,B,218999,3,725,True,3
o17,rep2,stim/frog.bmp,S,229999,4,1426,True,3
o17,rep2,stim/rockychair.bmp,B,240999,3,943,True,3
o17,rep2,stim/pen.bmp,S,251999,,0,,1
o17,rep2,stim/dolphin.bmp,B,254999,,0,,1
o17,rep2,stim/bowl.bmp,S,257999,3,1560,False,1
o17,rep2,stim/tie.bmp,S,260999,4,923,True,2
o17,rep2,stim/tie.bmp,S,263999,4,655,True,3
o17,rep2,stim/guitar.bmp,B,266999,3,1101,True,1
o18,rep1,stim/sequoia_tree.bmp,B,30000,3,1415,True,1
o18,rep1,stim/lettuce.bmp,S,33001,4,1258,True,1
o18,rep1,stim/envelope.bmp,S,36001,4,844,True,1
o18,rep1,stim/envelope.bmp,S,39001,4,583,True,2
o18,rep1,stim/dog.bmp,B,42001,3,865,True,1
o18,rep1,stim/raspberry.bmp,S,45001,4,1044,True,1
o18,rep1,stim/lettuce.bmp,S,52001,4,808,True,2
o18,rep1,stim/playcard.bmp,S,63001,4,869,True,1
o18,rep1,stim/flashlight.bmp,S,74001,4,984,True,1
o18,rep1,stim/car.bmp,B,77001,3,796,True,1
o18,rep1,stim/faint.bmp,S,80001,4,1127,True,1
o18,rep1,stim/grappes.bmp,S,83001,4,906,True,1
o18,rep1,stim/saxophone.bmp,B,90001,3,886,True,1
o18,rep1,stim/penguin.bmp,B,93001,3,1128,True,1
o18,rep1,stim/faint.bmp,S,96001,4,899,True,2
o18,rep1,stim/oldradio.bmp,B,99001,3,1038,True,1
o18,rep1,stim/dove.bmp,S,102001,3,1135,False,1
o18,rep1,stim/tree.bmp,B,105001,3,893,True,1
o18,rep1,stim/car.bmp,B,108001,3,926,True,2
o18,rep1,stim/tree.bmp,B,111001,3,689,True,2
o18,rep1,stim/blender.bmp,B,114001,3,1005,True,1
o18,rep1,stim/tunafish.bmp,B,117001,3,1164,True,1
o18,rep1,stim/bear.bmp,B,120001,3,689,True,1
o18,rep1,stim/camera.bmp,S,123001,4,1050,True,1
o18,rep1,stim/yarn.bmp,S,126001,4,1262,True,1
o18,rep1,stim/oldradio.bmp,B,129001,3,721,True,2
o18,rep1,stim/playcard.bmp,S,132001,4,940,True,2
o18,rep1,stim/oldradio.bmp,B,135001,3,942,True,3
o18,rep1,stim/egg.bmp,S,142001,4,929,True,1
o18,rep1,stim/toilett.bmp,B,149001,3,894,True,1
o18,rep1,stim/egg.bmp,S,156001,4,664,True,2
o18,rep1,stim/basket.bmp,B,167001,3,981,True,1
o18,rep1,stim/penguin.bmp,B,178001,3,802,True,2
o18,rep1,stim/broccoli.bmp,S,189001,4,959,True,1
o18,rep1,stim/playcard.bmp,S,200001,4,802,True,3
o18,rep1,stim/envelope.bmp,S,211001,4,1039,True,3
o18,rep1,stim/toilett.bmp,B,222001,3,1228,True,2
o18,rep1,stim/faint.bmp,S,225001,4,846,True,3
o18,rep1,stim/car.bmp,B,228001,3,793,True,3
o18,rep1,stim/broccoli.bmp,S,231001,4,844,True,2
o18,rep1,stim/penguin.bmp,B,234001,3,822,True,3
o18,rep1,stim/egg.bmp,S,237001,4,673,True,3
o18,rep1,stim/tunafish.bmp,B,240001,3,692,True,2
o18,rep1,stim/broccoli.bmp,S,243001,4,967,True,3
o18,rep1,stim/tree.bmp,B,246001,3,706,True,3
o18,rep1,stim/toilett.bmp,B,249001,3,628,True,3
o18,rep1,stim/tunafish.bmp,B,256001,3,663,True,3
o18,rep1,stim/lettuce.bmp,S,263001,4,947,True,3
o18,rep2,stim/wastebox.bmp,B,29998,3,1210,True,1
o18,rep2,stim/octopus.bmp,B,36999,4,1324,False,1
o18,rep2,stim/comb.bmp,S,39999,4,695,True,1
o18,rep2,stim/crab.bmp,S,42999,4,763,True,1
o18,rep2,stim/comb.bmp,S,45999,4,712,True,2
o18,rep2,stim/corn.bmp,S,56999,4,850,True,1
o18,rep2,stim/orange.bmp,S,67999,,0,,1
o18,rep2,stim/lock.bmp,S,70999,,0,,1
o18,rep2,stim/hose.bmp,B,73999,3,869,True,1
o18,rep2,stim/bag.bmp,S,76999,4,822,True,1
o18,rep2,stim/comb.bmp,S,83999,4,644,True,3
o18,rep2,stim/orange.bmp,S,86999,4,702,True,2
o18,rep2,stim/cruiseship.bmp,B,89999,3,798,True,1
o18,rep2,stim/bigplant.bmp,B,96999,3,763,True,1
o18,rep2,stim/avocado.bmp,S,103999,4,991,True,1
o18,rep2,stim/octopus.bmp,B,110999,4,851,False,2
o18,rep2,stim/bigplant.bmp,B,113999,3,709,True,2
o18,rep2,stim/baby.bmp,B,116999,3,1112,True,1
o18,rep2,stim/corn.bmp,S,119999,4,675,True,2
o18,rep2,stim/moose.bmp,B,122999,3,933,True,1
o18,rep2,stim/lock.bmp,S,125999,4,880,True,2
o18,rep2,stim/orange.bmp,S,128999,,0,,3
o18,rep2,stim/lock.bmp,S,131999,,0,,3
o18,rep2,stim/baby.bmp,B,134999,3,745,True,2
o18,rep2,stim/cruiseship.bmp,B,137999,3,668,True,2
o18,rep2,stim/oak.bmp,B,148999,,0,,1
o18,rep2,stim/corn.bmp,S,159999,4,622,True,3
o18,rep2,stim/crip.bmp,B,170999,3,897,True,1
o18,rep2,stim/peach.bmp,S,173999,4,637,True,1
o18,rep2,stim/crab.bmp,S,176999,4,800,True,2
o18,rep2,stim/parrot.bmp,S,179999,,0,,1
o18,rep2,stim/cruiseship.bmp,B,182999,3,602,True,3
o18,rep2,stim/hose.bmp,B,185999,3,815,True,2
o18,rep2,stim/bigplant.bmp,B,188999,3,641,True,3
o18,rep2,stim/cup.bmp,S,195999,4,902,True,1
o18,rep2,stim/razor.bmp,S,202999,4,1007,True,1
o18,rep2,stim/hose.bmp,B,209999,3,684,True,3
o18,rep2,stim/windmill.bmp,B,212999,3,855,True,1
o18,rep2,stim/taxilondon.bmp,B,215999,3,785,True,1
o18,rep2,stim/calculator.bmp,S,218999,4,1052,True,1
o18,rep2,stim/baby.bmp,B,229999,,0,,3
o18,rep2,stim/razor.bmp,S,240999,4,749,True,2
o18,rep2,stim/razor.bmp,S,251999,,0,,3
o18,rep2,stim/crip.bmp,B,254999,3,644,True,2
o18,rep2,stim/octopus.bmp,B,257999,4,800,False,3
o18,rep2,stim/crip.bmp,B,260999,3,892,True,3
o18,rep2,stim/crab.bmp,S,263999,4,717,True,3
o18,rep2,stim/christmas_tree.bmp,B,266999,3,1047,True,1
y01,rep1,stim/faint.bmp,S,29988,4,807,True,1
y01,rep1,stim/toilett.bmp,B,32988,3,636,True,1
y01,rep1,stim/flashlight.bmp,S,35988,4,667,True,1
y01,rep1,stim/broccoli.bmp,S,38988,4,550,True,1
y01,rep1,stim/car.bmp,B,41988,3,585,True,1
y01,rep1,stim/penguin.bmp,B,44988,4,811,False,1
y01,rep1,stim/playcard.bmp,S,51989,4,568,True,1
y01,rep1,stim/egg.bmp,S,62988,4,652,True,1
y01,rep1,stim/playcard.bmp,S,73988,4,570,True,2
y01,rep1,stim/penguin.bmp,B,76988,3,595,True,2
y01,rep1,stim/playcard.bmp,S,79988,4,518,True,3
y01,rep1,stim/sequoia_tree.bmp,B,82988,3,700,True,1
y01,rep1,stim/envelope.bmp,S,89988,3,860,False,1
y01,rep1,stim/tunafish.bmp,B,92989,3,873,True,1
y01,rep1,stim/lettuce.bmp,S,95988,4,658,True,1
y01,rep1,stim/basket.bmp,B,98988,3,662,True,1
y01,rep1,stim/faint.bmp,S,101988,4,624,True,2
y01,rep1,stim/oldradio.bmp,B,104988,3,739,True,1
y01,rep1,stim/broccoli.bmp,S,107988,4,548,True,2
y01,rep1,stim/envelope.bmp,S,110989,4,671,True,2
y01,rep1,stim/penguin.bmp,B,113988,3,690,True,3
y01,rep1,stim/blender.bmp,B,116988,3,756,True,1
y01,rep1,stim/oldradio.bmp,B,119988,3,601,True,2
y01,rep1,stim/tree.bmp,B,122988,3,771,True,1
y01,rep1,stim/tree.bmp,B,125988,3,501,True,2
y01,rep1,stim/lettuce.bmp,S,128988,4,601,True,2
y01,rep1,stim/car.bmp,B,131989,3,651,True,2
y01,rep1,stim/toilett.bmp,B,134988,4,590,False,2
y01,rep1,stim/bear.bmp,B,141988,3,665,True,1
y01,rep1,stim/faint.bmp,S,148988,4,621,True,3
y01,rep1,stim/tunafish.bmp,B,155988,3,609,True,2
y01,rep1,stim/saxophone.bmp,B,166988,3,684,True,1
y01,rep1,stim/tree.bmp,B,177989,3,577,True,3
y01,rep1,stim/dove.bmp,S,188988,4,966,True,1
y01,rep1,stim/yarn.bmp,S,199988,4,706,True,1
y01,rep1,stim/car.bmp,B,210988,3,582,True,3
y01,rep1,stim/grappes.bmp,S,221988,4,635,True,1
y01,rep1,stim/raspberry.bmp,S,224988,4,494,True,1
y01,rep1,stim/oldradio.bmp,B,227988,3,617,True,3
y01,rep1,stim/dog.bmp,B,230989,3,746,True,1
y01,rep1,stim/egg.bmp,S,233988,4,615,True,2
y01,rep1,stim/tunafish.bmp,B,236988,3,616,True,3
y01,rep1,stim/lettuce.bmp,S,239988,4,563,True,3
y01,rep1,stim/egg.bmp,S,242988,4,591,True,3
y01,rep1,stim/envelope.bmp,S,245988,4,682,True,3
y01,rep1,stim/broccoli.bmp,S,248988,4,572,True,3
y01,rep1,stim/toilett.bmp,B,255989,3,649,True,3
y01,rep1,stim/camera.bmp,S,262988,4,835,True,1
y01,rep2,stim/peach.bmp,S,29972,4,601,True,1
y01,rep2,stim/baby.bmp,B,36972,3,613,True,1
y01,rep2,stim/orange.bmp,S,39972,4,598,True,1
y01,rep2,stim/orange.bmp,S,42973,4,458,True,2
y01,rep2,stim/cruiseship.bmp,B,45972,3,578,True,1
y01,rep2,stim/octopus.bmp,B,56972,3,745,True,1
y01,rep2,stim/hose.bmp,B,67972,3,702,True,1
y01,rep2,stim/hose.bmp,B,70972,3,560,True,2
y01,rep2,stim/corn.bmp,S,73972,4,596,True,1
y01,rep2,stim/parrot.bmp,S,76972,4,582,True,1
y01,rep2,stim/hose.bmp,B,83973,3,545,True,3
y01,rep2,stim/baby.bmp,B,86972,3,516,True,2
y01,rep2,stim/razor.bmp,S,89972,4,605,True,1
y01,rep2,stim/corn.bmp,S,96972,4,587,True,2
y01,rep2,stim/cruiseship.bmp,B,103972,3,655,True,2
y01,rep2,stim/wastebox.bmp,B,110972,3,792,True,1
y01,rep2,stim/moose.bmp,B,113972,3,613,True,1
y01,rep2,stim/octopus.bmp,B,116973,3,615,True,2
y01,rep2,stim/cup.bmp,S,119972,4,640,True,1
y01,rep2,stim/crab.bmp,S,122972,4,725,True,1
y01,rep2,stim/baby.bmp,B,125972,3,568,True,3
y01,rep2,stim/razor.bmp,S,128972,4,625,True,2
y01,rep2,stim/lock.bmp,S,131972,4,621,True,1
y01,rep2,stim/razor.bmp,S,134973,4,488,True,3
y01,rep2,stim/avocado.bmp,S,137972,4,649,True,1
y01,rep2,stim/octopus.bmp,B,148972,3,583,True,3
y01,rep2,stim/crip.bmp,B,159972,3,588,True,1
y01,rep2,stim/christmas_tree.bmp,B,170972,3,559,True,1
y01,rep2,stim/taxilondon.bmp,B,173972,3,578,True,1
y01,rep2,stim/lock.bmp,S,176972,4,501,True,2
y01,rep2,stim/corn.bmp,S,179973,4,439,True,3
y01,rep2,stim/bag.bmp,S,182972,4,458,True,1
y01,rep2,stim/lock.bmp,S,185972,4,477,True,3
y01,rep2,stim/crip.bmp,B,188972,3,577,True,2
y01,rep2,stim/bigplant.bmp,B,195972,3,627,True,1
y01,rep2,stim/calculator.bmp,S,202972,4,622,True,1
y01,rep2,stim/comb.bmp,S,209972,4,538,True,1
y01,rep2,stim/oak.bmp,B,212973,3,525,True,1
y01,rep2,stim/orange.bmp,S,215972,4,441,True,3
y01,rep2,stim/crab.bmp,S,218972,4,459,True,2
y01,rep2,stim/bigplant.bmp,B,229972,3,551,True,2
y01,rep2,stim/windmill.bmp,B,240972,3,620,True,1
y01,rep2,stim/bigplant.bmp,B,251972,3,569,True,3
y01,rep2,stim/comb.bmp,S,254973,4,612,True,2
y01,rep2,stim/comb.bmp,S,257972,4,438,True,3
y01,rep2,stim/crip.bmp,B,260972,3,577,True,3
y01,rep2,stim/crab.bmp,S,263972,4,595,True,3
y01,rep2,stim/cruiseship.bmp,B,266972,3,654,True,3
y02,rep1,stim/flashlight.bmp,S,30000,3,720,False,1
y02,rep1,stim/dove.bmp,S,33001,4,1057,True,1
y02,rep1,stim/grappes.bmp,S,36000,4,1012,True,1
y02,rep1,stim/dog.bmp,B,39000,3,952,True,1
y02,rep1,stim/jet.bmp,B,42000,3,850,True,1
y02,rep1,stim/apricot.bmp,S,45000,4,685,True,1
y02,rep1,stim/dog.bmp,B,52000,3,768,True,2
y02,rep1,stim/grappes.bmp,S,63000,4,741,True,2
y02,rep1,stim/yarn.bmp,S,74001,4,1066,True,1
y02,rep1,stim/sequoia_tree.bmp,B,77000,3,1116,True,1
y02,rep1,stim/camera.bmp,S,80000,4,910,True,1
y02,rep1,stim/bear.bmp,B,83000,3,650,True,1
y02,rep1,stim/camera.bmp,S,90000,4,639,True,2
y02,rep1,stim/blender.bmp,B,93000,3,973,True,1
y02,rep1,stim/raspberry.bmp,S,96001,4,619,True,1
y02,rep1,stim/saxophone.bmp,B,99000,3,781,True,1
y02,rep1,stim/grappes.bmp,S,102000,4,552,True,3
y02,rep1,stim/blender.bmp,B,105000,3,828,True,2
y02,rep1,stim/crisantemo.bmp,S,108000,4,742,True,1
y02,rep1,stim/tiger.bmp,B,111000,3,649,True,1
y02,rep1,stim/yarn.bmp,S,114000,4,538,True,2
y02,rep1,stim/tweezers.bmp,S,117001,4,661,True,1
y02,rep1,stim/dog.bmp,B,120000,3,497,True,3
y02,rep1,stim/sequoia_tree.bmp,B,123000,3,604,True,2
y02,rep1,stim/flashlight.bmp,S,126000,4,694,True,2
y02,rep1,stim/barbacue.bmp,B,129000,3,609,True,1
y02,rep1,stim/bear.bmp,B,132000,3,603,True,2
y02,rep1,stim/bear.bmp,B,135000,3,527,True,3
y02,rep1,stim/raspberry.bmp,S,142001,4,553,True,2
y02,rep1,stim/astronaut.bmp,B,149000,3,981,True,1
y02,rep1,stim/saxophone.bmp,B,156000,3,1017,True,2
y02,rep1,stim/yarn.bmp,S,167000,4,565,True,3
y02,rep1,stim/stethoscope.bmp,S,178000,4,842,True,1
y02,rep1,stim/basket.bmp,B,189000,3,959,True,1
y02,rep1,stim/basket.bmp,B,200001,3,564,True,2
y02,rep1,stim/dove.bmp,S,211000,4,599,True,2
y02,rep1,stim/basket.bmp,B,222000,3,541,True,3
y02,rep1,stim/toothbrush.bmp,S,225000,3,727,False,1
y02,rep1,stim/swan.bmp,B,228000,3,874,True,1
y02,rep1,stim/dove.bmp,S,231000,4,517,True,3
y02,rep1,stim/flashlight.bmp,S,234000,4,591,True,3
y02,rep1,stim/blender.bmp,B,237001,3,569,True,3
y02,rep1,stim/raspberry.bmp,S,240000,4,468,True,3
y02,rep1,stim/saxophone.bmp,B,243000,3,583,True,3
y02,rep1,stim/leave.bmp,S,246000,4,682,True,1
y02,rep1,stim/sofa.bmp,B,249000,3,637,True,1
y02,rep1,stim/camera.bmp,S,256000,4,609,True,3
y02,rep1,stim/sequoia_tree.bmp,B,263001,3,620,True,3
y02,rep2,stim/avocado.bmp,S,29991,4,799,True,1
y02,rep2,stim/peach.bmp,S,36991,4,569,True,1
y02,rep2,stim/avocado.bmp,S,39991,4,632,True,2
y02,rep2,stim/tie.bmp,S,42991,4,846,True,1
y02,rep2,stim/oak.bmp,B,45991,3,695,True,1
y02,rep2,stim/taxilondon.bmp,B,56992,3,580,True,1
y02,rep2,stim/windmill.bmp,B,67991,3,748,True,1
y02,rep2,stim/bolt.bmp,S,70991,4,838,True,1
y02,rep2,stim/parrot.bmp,S,73991,4,721,True,1
y02,rep2,stim/oak.bmp,B,76991,3,563,True,2
y02,rep2,stim/calculator.bmp,S,83991,4,798,True,1
y02,rep2,stim/pinefruit.bmp,S,86991,4,609,True,1
y02,rep2,stim/piano.bmp,B,89992,3,561,True,1
y02,rep2,stim/cup.bmp,S,96991,4,744,True,1
y02,rep2,stim/parrot.bmp,S,103991,4,571,True,2
y02,rep2,stim/parrot.bmp,S,110991,4,528,True,3
y02,rep2,stim/calculator.bmp,S,113991,4,586,True,2
y02,rep2,stim/cherrytree.bmp,B,116991,3,740,True,1
y02,rep2,stim/bag.bmp,S,119992,4,669,True,1
y02,rep2,stim/moose.bmp,B,122991,3,576,True,1
y02,rep2,stim/taxilondon.bmp,B,125991,3,516,True,2
y02,rep2,stim/cup.bmp,S,128991,4,560,True,2
y02,rep2,stim/wastebox.bmp,B,131991,3,812,True,1
y02,rep2,stim/bag.bmp,S,134991,4,709,True,2
y02,rep2,stim/windmill.bmp,B,137991,3,487,True,2
y02,rep2,stim/frog.bmp,S,148992,4,597,True,1
y02,rep2,stim/moose.bmp,B,159991,3,560,True,2
y02,rep2,stim/bag.bmp,S,170991,4,597,True,3
y02,rep2,stim/cleaver.bmp,S,173991,4,712,True,1
y02,rep2,stim/cherry.bmp,S,176991,4,505,True,1
y02,rep2,stim/shark.bmp,B,179991,3,678,True,1
y02,rep2,stim/christmas_tree.bmp,B,182992,3,591,True,1
y02,rep2,stim/taxilondon.bmp,B,185991,3,563,True,3
y02,rep2,stim/avocado.bmp,S,188991,4,494,True,3
y02,rep2,stim/peach.bmp,S,195991,4,624,True,2
y02,rep2,stim/windmill.bmp,B,202991,3,557,True,3
y02,rep2,stim/calculator.bmp,S,209991,4,536,True,3
y02,rep2,stim/moose.bmp,B,212991,3,524,True,3
y02,rep2,stim/rockychair.bmp,B,215992,3,527,True,1
y02,rep2,stim/wastebox.bmp,B,218991,3,585,True,2
y02,rep2,stim/cup.bmp,S,229991,4,613,True,3
y02,rep2,stim/ballena.bmp,B,240991,3,874,True,1
y02,rep2,stim/christmas_tree.bmp,B,251991,3,584,True,2
y02,rep2,stim/basketball.bmp,B,254991,3,1042,True,1
y02,rep2,stim/peach.bmp,S,257992,4,540,True,3
y02,rep2,stim/oak.bmp,B,260991,3,479,True,3
y02,rep2,stim/christmas_tree.bmp,B,263991,3,481,True,3
y02,rep2,stim/wastebox.bmp,B,266991,3,522,True,3
y03,rep1,stim/chicken.bmp,B,30000,3,1707,True,1
y03,rep1,stim/screw.bmp,S,33000,4,895,True,1
y03,rep1,stim/zebra.bmp,B,36000,3,930,True,1
y03,rep1,stim/screw.bmp,S,39000,4,830,True,2
y03,rep1,stim/rooster.bmp,B,42000,3,960,True,1
y03,rep1,stim/shell.bmp,S,45000,4,1289,True,1
y03,rep1,stim/telephone_booth.bmp,B,52001,3,1045,True,1
y03,rep1,stim/toilett.bmp,B,63000,3,1874,True,1
y03,rep1,stim/rat.bmp,S,74000,4,2158,True,1
y03,rep1,stim/spoon.bmp,S,77000,4,953,True,1
y03,rep1,stim/chicken.bmp,B,80000,3,732,True,2
y03,rep1,stim/chicken.bmp,B,83000,3,1142,True,3
y03,rep1,stim/wheelchair.bmp,B,90000,,0,,1
y03,rep1,stim/rooster.bmp,B,93001,3,974,True,2
y03,rep1,stim/statue.bmp,B,96000,3,1489,True,1
y03,rep1,stim/egg.bmp,S,99000,4,835,True,1
y03,rep1,stim/rat.bmp,S,102000,4,1493,True,2
y03,rep1,stim/zebra.bmp,B,105000,3,705,True,2
y03,rep1,stim/statue.bmp,B,108000,3,1595,True,2
y03,rep1,stim/spinach.bmp,S,111001,,0,,1
y03,rep1,stim/zebra.bmp,B,114000,,0,,3
y03,rep1,stim/faint.bmp,S,117000,,0,,1
y03,rep1,stim/wheelchair.bmp,B,120000,4,182,False,2
y03,rep1,stim/telephone_booth.bmp,B,123000,3,816,True,2
y03,rep1,stim/screw.bmp,S,126000,4,811,True,3
y03,rep1,stim/spoon.bmp,S,129000,4,1206,True,2
y03,rep1,stim/tunafish.bmp,B,132001,3,1273,True,1
y03,rep1,stim/lettuce.bmp,S,135000,3,1178,False,1
y03,rep1,stim/oldradio.bmp,B,142000,3,1318,True,1
y03,rep1,stim/stapler.bmp,S,149000,4,1331,True,1
y03,rep1,stim/shell.bmp,S,156000,4,1007,True,2
y03,rep1,stim/spinach.bmp,S,167000,4,1955,True,2
y03,rep1,stim/stapler.bmp,S,178000,4,1192,True,2
y03,rep1,stim/statue.bmp,B,189001,3,1125,True,3
y03,rep1,stim/wheelchair.bmp,B,200000,3,1184,True,3
y03,rep1,stim/telephone_booth.bmp,B,211000,3,1036,True,3
y03,rep1,stim/tree.bmp,B,222000,3,929,True,1
y03,rep1,stim/penguin.bmp,B,225000,3,1042,True,1
y03,rep1,stim/envelope.bmp,S,228000,4,1280,True,1
y03,rep1,stim/broccoli.bmp,S,231001,4,1083,True,1
y03,rep1,stim/playcard.bmp,S,234000,4,2045,True,1
y03,rep1,stim/spoon.bmp,S,237000,4,1223,True,3
y03,rep1,stim/rat.bmp,S,240000,4,882,True,3
y03,rep1,stim/spinach.bmp,S,243000,4,1148,True,3
y03,rep1,stim/rooster.bmp,B,246000,3,848,True,3
y03,rep1,stim/car.bmp,B,249000,3,947,True,1
y03,rep1,stim/shell.bmp,S,256001,4,1525,True,3
y03,rep1,stim/stapler.bmp,S,263000,4,881,True,3
y03,rep2,stim/pen.bmp,S,29998,4,1219,True,1
y03,rep2,stim/razor.bmp,S,36998,4,923,True,1
y03,rep2,stim/Iron.bmp,S,39998,3,1073,False,1
y03,rep2,stim/bird.bmp,S,42999,4,1399,True,1
y03,rep2,stim/goat.bmp,B,45998,3,937,True,1
y03,rep2,stim/guitar.bmp,B,56998,3,1485,True,1
y03,rep2,stim/gaspum.bmp,B,67998,3,1441,True,1
y03,rep2,stim/bird.bmp,S,70998,4,1805,True,2
y03,rep2,stim/crip.bmp,B,73998,3,831,True,1
y03,rep2,stim/goat.bmp,B,76998,3,1273,True,2
y03,rep2,stim/guitar.bmp,B,83999,3,1405,True,2
y03,rep2,stim/eggplant.bmp,S,86998,4,1904,True,1
y03,rep2,stim/cruiseship.bmp,B,89998,3,929,True,1
y03,rep2,stim/acorn.bmp,S,96998,4,910,True,1
y03,rep2,stim/bowl.bmp,S,103998,3,1866,False,1
y03,rep2,stim/cat.bmp,B,110998,3,1359,True,1
y03,rep2,stim/gaspum.bmp,B,113998,3,928,True,2
y03,rep2,stim/barrel.bmp,B,116999,3,1139,True,1
y03,rep2,stim/gaspum.bmp,B,119998,3,1349,True,3
y03,rep2,stim/octopus.bmp,B,122998,3,2064,True,1
y03,rep2,stim/barrel.bmp,B,125998,3,779,True,2
y03,rep2,stim/eggplant.bmp,S,128998,4,1487,True,2
y03,rep2,stim/corn.bmp,S,131998,4,1209,True,1
y03,rep2,stim/barrel.bmp,B,134999,3,811,True,3
y03,rep2,stim/orange.bmp,S,137998,4,942,True,1
y03,rep2,stim/bigplant.bmp,B,148998,3,1026,True,1
y03,rep2,stim/dolphin.bmp,B,159998,3,1574,True,1
y03,rep2,stim/lock.bmp,S,170998,4,2076,True,1
y03,rep2,stim/bowl.bmp,S,173998,3,862,False,2
y03,rep2,stim/acorn.bmp,S,176998,4,1449,True,2
y03,rep2,stim/hose.bmp,B,179999,3,674,True,1
y03,rep2,stim/cat.bmp,B,182998,3,727,True,2
y03,rep2,stim/Iron.bmp,S,185998,3,2129,False,2
y03,rep2,stim/pen.bmp,S,188998,4,756,True,2
y03,rep2,stim/bird.bmp,S,195998,4,952,True,3
y03,rep2,stim/crab.bmp,S,202998,4,1667,True,1
y03,rep2,stim/eggplant.bmp,S,209999,4,1598,True,3
y03,rep2,stim/guitar.bmp,B,212998,3,1178,True,3
y03,rep2,stim/Iron.bmp,S,215998,3,2653,False,3
y03,rep2,stim/dolphin.bmp,B,218998,3,1544,True,2
y03,rep2,stim/cat.bmp,B,229998,3,1243,True,3
y03,rep2,stim/bowl.bmp,S,240998,3,1160,False,3
y03,rep2,stim/dolphin.bmp,B,251998,3,934,True,3
y03,rep2,stim/acorn.bmp,S,254999,4,1471,True,3
y03,rep2,stim/pen.bmp,S,257998,4,893,True,3
y03,rep2,stim/comb.bmp,S,260998,,0,,1
y03,rep2,stim/baby.bmp,B,263998,3,1624,True,1
y03,rep2,stim/goat.bmp,B,266998,3,1146,True,3
y04,rep1,stim/dove.bmp,S,30000,4,1062,True,1
y04,rep1,stim/bear.bmp,B,33001,3,937,True,1
y04,rep1,stim/saxophone.bmp,B,36001,3,882,True,1
y04,rep1,stim/dove.bmp,S,39001,4,733,True,2
y04,rep1,stim/raspberry.bmp,S,42001,,0,,1
y04,rep1,stim/raspberry.bmp,S,45001,4,538,True,2
y04,rep1,stim/basket.bmp,B,52001,3,1086,True,1
y04,rep1,stim/bear.bmp,B,63001,3,868,True,2
y04,rep1,stim/blender.bmp,B,74001,3,775,True,1
y04,rep1,stim/flashlight.bmp,S,77001,4,755,True,1
y04,rep1,stim/yarn.bmp,S,80001,4,748,True,1
y04,rep1,stim/grappes.bmp,S,83001,,0,,1
y04,rep1,stim/stethoscope.bmp,S,90001,4,748,True,1
y04,rep1,stim/camera.bmp,S,93001,4,782,True,1
y04,rep1,stim/crisantemo.bmp,S,96001,,0,,1
y04,rep1,stim/dove.bmp,S,99001,,0,,3
y04,rep1,stim/yarn.bmp,S,102001,4,584,True,2
y04,rep1,stim/blender.bmp,B,105001,3,913,True,2
y04,rep1,stim/tiger.bmp,B,108001,3,797,True,1
y04,rep1,stim/flashlight.bmp,S,111001,4,750,True,2
y04,rep1,stim/jet.bmp,B,114001,3,721,True,1
y04,rep1,stim/bear.bmp,B,117001,3,853,True,3
y04,rep1,stim/grappes.bmp,S,120001,4,742,True,2
y04,rep1,stim/blender.bmp,B,123001,3,634,True,3
y04,rep1,stim/basket.bmp,B,126001,3,860,True,2
y04,rep1,stim/saxophone.bmp,B,129001,3,623,True,2
y04,rep1,stim/astronaut.bmp,B,132001,3,851,True,1
y04,rep1,stim/dog.bmp,B,135001,3,693,True,1
y04,rep1,stim/dog.bmp,B,142001,3,833,True,2
y04,rep1,stim/leave.bmp,S,149001,4,685,True,1
y04,rep1,stim/sofa.bmp,B,156001,3,959,True,1
y04,rep1,stim/dog.bmp,B,167001,3,700,True,3
y04,rep1,stim/camera.bmp,S,178001,4,936,True,2
y04,rep1,stim/flashlight.bmp,S,189001,,0,,3
y04,rep1,stim/sequoia_tree.bmp,B,200001,3,842,True,1
y04,rep1,stim/swan.bmp,B,211001,4,1075,False,1
y04,rep1,stim/apricot.bmp,S,222001,4,1154,True,1
y04,rep1,stim/sequoia_tree.bmp,B,225001,3,709,True,2
y04,rep1,stim/toothbrush.bmp,S,228001,4,992,True,1
y04,rep1,stim/saxophone.bmp,B,231001,3,650,True,3
y04,rep1,stim/yarn.bmp,S,234001,4,909,True,3
y04,rep1,stim/camera.bmp,S,237001,4,873,True,3
y04,rep1,stim/tweezers.bmp,S,240001,4,771,True,1
