subject,session,stim,big_small,onset,opt,response_time,correct,sequence
o13,rep1,stim/bear.bmp,B,80001,3,698,True,1
o13,rep1,stim/basket.bmp,B,83001,3,894,True,1
o13,rep1,stim/flashlight.bmp,S,90001,4,889,True,2
o13,rep1,stim/sequoia_tree.bmp,B,93001,3,725,True,2
o13,rep1,stim/toothbrush.bmp,S,96001,4,832,True,1
o13,rep1,stim/grappes.bmp,S,99001,4,650,True,2
o13,rep1,stim/dog.bmp,B,102001,3,772,True,1
o13,rep1,stim/bear.bmp,B,105001,3,783,True,2
o13,rep1,stim/stethoscope.bmp,S,108001,4,777,True,1
o13,rep1,stim/yarn.bmp,S,111001,4,725,True,3
o13,rep1,stim/grappes.bmp,S,114001,4,624,True,3
o13,rep1,stim/flashlight.bmp,S,117001,4,811,True,3
o13,rep1,stim/apricot.bmp,S,120001,4,765,True,1
o13,rep1,stim/saxophone.bmp,B,123001,3,952,True,1
o13,rep1,stim/dog.bmp,B,126001,3,635,True,2
o13,rep1,stim/saxophone.bmp,B,129001,3,997,True,2
o13,rep1,stim/dog.bmp,B,132001,3,649,True,3
o13,rep1,stim/basket.bmp,B,135001,3,731,True,2
o13,rep1,stim/jet.bmp,B,142001,3,742,True,1
o13,rep1,stim/basket.bmp,B,149001,3,634,True,3
o13,rep1,stim/crisantemo.bmp,S,156001,4,742,True,1
o13,rep1,stim/raspberry.bmp,S,167001,4,771,True,1
o13,rep1,stim/sofa.bmp,B,178001,3,1175,True,1
o13,rep1,stim/camera.bmp,S,189001,3,700,False,3
o13,rep1,stim/dove.bmp,S,200001,4,927,True,1
o13,rep1,stim/sequoia_tree.bmp,B,211001,3,741,True,3
o13,rep1,stim/blender.bmp,B,222001,3,1009,True,3
o13,rep1,stim/dove.bmp,S,225001,4,620,True,2
o13,rep1,stim/astronaut.bmp,B,228001,3,813,True,1
o13,rep1,stim/raspberry.bmp,S,231001,4,642,True,2
o13,rep1,stim/tweezers.bmp,S,234001,4,708,True,1
o13,rep1,stim/barbacue.bmp,B,237001,3,854,True,1
o13,rep1,stim/raspberry.bmp,S,240001,4,657,True,3
o13,rep1,stim/tiger.bmp,B,243001,3,852,True,1
o13,rep1,stim/saxophone.bmp,B,246001,3,759,True,3
o13,rep1,stim/dove.bmp,S,249001,4,713,True,3
o13,rep1,stim/swan.bmp,B,256001,4,1509,False,1
o13,rep1,stim/bear.bmp,B,263001,3,674,True,3
o13,rep2,stim/basketball.bmp,B,29999,3,1025,True,1
o13,rep2,stim/cup.bmp,S,37000,4,723,True,1
o13,rep2,stim/christmas_tree.bmp,B,40000,3,759,True,1
o13,rep2,stim/christmas_tree.bmp,B,43000,3,578,True,2
o13,rep2,stim/windmill.bmp,B,46000,3,771,True,1
o13,rep2,stim/bolt.bmp,S,57000,4,856,True,1
o13,rep2,stim/parrot.bmp,S,68000,4,764,True,1
o13,rep2,stim/calculator.bmp,S,71000,4,944,True,1
o13,rep2,stim/taxilondon.bmp,B,74000,3,699,True,1
o13,rep2,stim/calculator.bmp,S,77000,4,812,True,2
o13,rep2,stim/peach.bmp,S,84000,4,784,True,1
o13,rep2,stim/avocado.bmp,S,87000,4,690,True,1
o13,rep2,stim/bag.bmp,S,90000,4,777,True,1
o13,rep2,stim/parrot.bmp,S,97000,4,705,True,2
o13,rep2,stim/windmill.bmp,B,104000,3,767,True,2
o13,rep2,stim/christmas_tree.bmp,B,111000,3,649,True,3
o13,rep2,stim/cleaver.bmp,S,114000,4,1523,True,1
o13,rep2,stim/peach.bmp,S,117000,4,535,True,2
o13,rep2,stim/moose.bmp,B,120000,3,681,True,1
o13,rep2,stim/oak.bmp,B,123000,3,812,True,1
o13,rep2,stim/piano.bmp,B,126000,3,701,True,1
o13,rep2,stim/cup.bmp,S,129000,4,675,True,2
o13,rep2,stim/bag.bmp,S,132000,4,757,True,2
o13,rep2,stim/ballena.bmp,B,135000,3,711,True,1
o13,rep2,stim/bag.bmp,S,138000,4,753,True,3
o13,rep2,stim/shark.bmp,B,149000,3,686,True,1
o13,rep2,stim/taxilondon.bmp,B,160000,3,730,True,2
o13,rep2,stim/oak.bmp,B,171000,3,609,True,2
o13,rep2,stim/avocado.bmp,S,174000,4,650,True,2
o13,rep2,stim/cup.bmp,S,177000,4,741,True,3
o13,rep2,stim/pinefruit.bmp,S,180000,4,1111,True,1
o13,rep2,stim/wastebox.bmp,B,183000,3,1041,True,1
o13,rep2,stim/taxilondon.bmp,B,186000,3,644,True,3
o13,rep2,stim/moose.bmp,B,189000,3,632,True,2
o13,rep2,stim/calculator.bmp,S,196000,4,690,True,3
o13,rep2,stim/moose.bmp,B,203000,3,687,True,3
o13,rep2,stim/tie.bmp,S,210000,4,970,True,1
o13,rep2,stim/oak.bmp,B,213000,3,621,True,3
o13,rep2,stim/peach.bmp,S,216000,4,672,True,3
o13,rep2,stim/cherry.bmp,S,219000,4,794,True,1
o13,rep2,stim/windmill.bmp,B,230000,3,775,True,3
o13,rep2,stim/cherrytree.bmp,B,241000,3,668,True,1
o13,rep2,stim/frog.bmp,S,252000,4,808,True,1
o13,rep2,stim/parrot.bmp,S,255000,4,756,True,3
o13,rep2,stim/wastebox.bmp,B,258000,3,1068,True,2
o13,rep2,stim/wastebox.bmp,B,261000,3,672,True,3
o13,rep2,stim/rockychair.bmp,B,264000,3,1010,True,1
o13,rep2,stim/avocado.bmp,S,267000,4,671,True,3
o14,rep1,stim/apricot.bmp,S,30000,4,1221,True,1
o14,rep1,stim/tiger.bmp,B,33001,3,728,True,1
o14,rep1,stim/toothbrush.bmp,S,36001,4,836,True,1
o14,rep1,stim/swan.bmp,B,39001,3,829,True,1
o14,rep1,stim/crisantemo.bmp,S,42001,4,593,True,1
o14,rep1,stim/toothbrush.bmp,S,45001,4,601,True,2
o14,rep1,stim/rooster.bmp,B,52001,4,1094,False,1
o14,rep1,stim/stethoscope.bmp,S,63001,4,1147,True,1
o14,rep1,stim/spinach.bmp,S,74001,4,655,True,1
o14,rep1,stim/jet.bmp,B,77001,3,770,True,1
o14,rep1,stim/wheelchair.bmp,B,80001,3,899,True,1
o14,rep1,stim/apricot.bmp,S,83001,4,615,True,2
o14,rep1,stim/sofa.bmp,B,90001,3,659,True,1
o14,rep1,stim/swan.bmp,B,93001,3,886,True,2
o14,rep1,stim/leave.bmp,S,96001,4,753,True,1
o14,rep1,stim/screw.bmp,S,99001,4,796,True,1
o14,rep1,stim/barbacue.bmp,B,102001,3,749,True,1
o14,rep1,stim/zebra.bmp,B,105001,3,600,True,1
o14,rep1,stim/tweezers.bmp,S,108001,4,732,True,1
o14,rep1,stim/barbacue.bmp,B,111001,3,719,True,2
o14,rep1,stim/tweezers.bmp,S,114001,4,873,True,2
o14,rep1,stim/sofa.bmp,B,117001,3,804,True,2
o14,rep1,stim/spoon.bmp,S,120001,4,766,True,1
o14,rep1,stim/swan.bmp,B,123001,3,841,True,3
o14,rep1,stim/crisantemo.bmp,S,126001,4,661,True,2
o14,rep1,stim/statue.bmp,B,129001,3,838,True,1
o14,rep1,stim/tiger.bmp,B,132001,3,665,True,2
o14,rep1,stim/tweezers.bmp,S,135001,4,691,True,3
o14,rep1,stim/chicken.bmp,B,142001,4,1127,False,1
o14,rep1,stim/stapler.bmp,S,149001,4,795,True,1
o14,rep1,stim/sofa.bmp,B,156001,3,727,True,3
o14,rep1,stim/tiger.bmp,B,167001,3,820,True,3
o14,rep1,stim/astronaut.bmp,B,178001,3,888,True,1
o14,rep1,stim/leave.bmp,S,189001,4,717,True,2
o14,rep1,stim/rat.bmp,S,200001,4,826,True,1
o14,rep1,stim/telephone_booth.bmp,B,211001,3,710,True,1
o14,rep1,stim/crisantemo.bmp,S,222001,4,658,True,3
o14,rep1,stim/apricot.bmp,S,225001,4,620,True,3
o14,rep1,stim/toothbrush.bmp,S,228001,4,656,True,3
o14,rep1,stim/jet.bmp,B,231001,3,682,True,2
o14,rep1,stim/astronaut.bmp,B,234001,3,725,True,2
o14,rep1,stim/barbacue.bmp,B,237001,3,744,True,3
o14,rep1,stim/stethoscope.bmp,S,240001,4,900,True,2
o14,rep1,stim/astronaut.bmp,B,243001,3,830,True,3
o14,rep1,stim/shell.bmp,S,246001,4,760,True,1
o14,rep1,stim/leave.bmp,S,249001,4,661,True,3
o14,rep1,stim/jet.bmp,B,256001,3,669,True,3
o14,rep1,stim/stethoscope.bmp,S,263001,4,762,True,3
o14,rep2,stim/ballena.bmp,B,29998,3,1050,True,1
o14,rep2,stim/pinefruit.bmp,S,36999,4,824,True,1
o14,rep2,stim/tie.bmp,S,39999,4,662,True,1
o14,rep2,stim/gaspum.bmp,B,42999,3,676,True,1
o14,rep2,stim/basketball.bmp,B,45999,3,814,True,1
o14,rep2,stim/piano.bmp,B,56999,3,674,True,1
o14,rep2,stim/rockychair.bmp,B,67999,3,703,True,1
o14,rep2,stim/cleaver.bmp,S,70999,3,1145,False,1
o14,rep2,stim/pinefruit.bmp,S,73999,4,651,True,2
o14,rep2,stim/bird.bmp,S,76999,4,655,True,1
o14,rep2,stim/cat.bmp,B,83999,3,1035,True,1
o14,rep2,stim/bolt.bmp,S,86999,4,821,True,1
o14,rep2,stim/acorn.bmp,S,89999,4,737,True,1
o14,rep2,stim/bolt.bmp,S,96999,4,739,True,2
o14,rep2,stim/tie.bmp,S,103999,4,632,True,2
o14,rep2,stim/piano.bmp,B,110999,3,947,True,2
o14,rep2,stim/rockychair.bmp,B,113999,3,614,True,2
o14,rep2,stim/cherrytree.bmp,B,116999,3,785,True,1
o14,rep2,stim/goat.bmp,B,119999,3,692,True,1
o14,rep2,stim/frog.bmp,S,122999,4,765,True,1
o14,rep2,stim/pen.bmp,S,125999,4,671,True,1
o14,rep2,stim/Iron.bmp,S,128999,4,1004,True,1
o14,rep2,stim/shark.bmp,B,131999,3,743,True,1
o14,rep2,stim/basketball.bmp,B,134999,4,1005,False,2
o14,rep2,stim/piano.bmp,B,137999,3,690,True,3
o14,rep2,stim/frog.bmp,S,148999,4,736,True,2
o14,rep2,stim/cherry.bmp,S,159999,4,862,True,1
o14,rep2,stim/bowl.bmp,S,170999,4,1961,True,1
o14,rep2,stim/bolt.bmp,S,173999,4,676,True,3
o14,rep2,stim/cherrytree.bmp,B,176999,3,711,True,2
o14,rep2,stim/ballena.bmp,B,179999,3,608,True,2
o14,rep2,stim/barrel.bmp,B,182999,3,589,True,1
o14,rep2,stim/eggplant.bmp,S,185999,4,766,True,1
o14,rep2,stim/guitar.bmp,B,188999,3,715,True,1
o14,rep2,stim/rockychair.bmp,B,195999,3,644,True,3
o14,rep2,stim/dolphin.bmp,B,202999,3,769,True,1
o14,rep2,stim/cleaver.bmp,S,209999,3,965,False,2
o14,rep2,stim/shark.bmp,B,212999,3,583,True,2
o14,rep2,stim/basketball.bmp,B,215999,3,881,True,3
o14,rep2,stim/cherry.bmp,S,218999,4,694,True,2
o14,rep2,stim/pinefruit.bmp,S,229999,4,618,True,3
o14,rep2,stim/frog.bmp,S,240999,4,845,True,3
o14,rep2,stim/cleaver.bmp,S,251999,4,883,True,3
o14,rep2,stim/cherry.bmp,S,254999,4,636,True,3
o14,rep2,stim/cherrytree.bmp,B,257999,3,783,True,3
o14,rep2,stim/tie.bmp,S,260999,4,668,True,3
o14,rep2,stim/ballena.bmp,B,263999,3,694,True,3
o14,rep2,stim/shark.bmp,B,266999,3,624,True,3
o15,rep1,stim/faint.bmp,S,30000,4,2064,True,1
o15,rep1,stim/envelope.bmp,S,33001,4,1458,True,1
o15,rep1,stim/penguin.bmp,B,36001,3,718,True,1
o15,rep1,stim/lettuce.bmp,S,39001,4,850,True,1
o15,rep1,stim/toilett.bmp,B,42001,3,788,True,1
o15,rep1,stim/egg.bmp,S,45001,4,643,True,1
o15,rep1,stim/egg.bmp,S,52001,,0,,2
o15,rep1,stim/playcard.bmp,S,63001,,0,,1
o15,rep1,stim/tunafish.bmp,B,74001,,0,,1
o15,rep1,stim/broccoli.bmp,S,77001,,0,,1
o15,rep1,stim/car.bmp,B,80001,3,798,True,1
o15,rep1,stim/lettuce.bmp,S,83001,4,772,True,2
o15,rep1,stim/tunafish.bmp,B,90001,3,919,True,2
o15,rep1,stim/toilett.bmp,B,93001,3,849,True,2
o15,rep1,stim/saxophone.bmp,B,96001,3,822,True,1
o15,rep1,stim/dove.bmp,S,99001,4,1496,True,1
o15,rep1,stim/grappes.bmp,S,102001,,0,,1
o15,rep1,stim/car.bmp,B,105001,3,700,True,2
o15,rep1,stim/basket.bmp,B,108001,3,1062,True,1
o15,rep1,stim/egg.bmp,S,111001,4,555,True,3
o15,rep1,stim/broccoli.bmp,S,114001,,0,,2
o15,rep1,stim/playcard.bmp,S,117001,,0,,2
o15,rep1,stim/playcard.bmp,S,120001,,0,,3
o15,rep1,stim/yarn.bmp,S,123001,,0,,1
o15,rep1,stim/toilett.bmp,B,126001,3,631,True,3
o15,rep1,stim/tunafish.bmp,B,129001,3,722,True,3
o15,rep1,stim/penguin.bmp,B,132001,3,599,True,2
o15,rep1,stim/oldradio.bmp,B,135001,3,784,True,1
o15,rep1,stim/dog.bmp,B,142001,3,684,True,1
o15,rep1,stim/envelope.bmp,S,149001,4,920,True,2
o15,rep1,stim/raspberry.bmp,S,156001,,0,,1
o15,rep1,stim/lettuce.bmp,S,167001,,0,,3
o15,rep1,stim/blender.bmp,B,178001,3,1300,True,1
o15,rep1,stim/tree.bmp,B,189001,3,736,True,1
o15,rep1,stim/oldradio.bmp,B,200001,3,740,True,2
o15,rep1,stim/faint.bmp,S,211001,4,1505,True,2
o15,rep1,stim/oldradio.bmp,B,222001,3,782,True,3
o15,rep1,stim/bear.bmp,B,225001,3,776,True,1
o15,rep1,stim/car.bmp,B,228001,3,579,True,3
o15,rep1,stim/envelope.bmp,S,231001,3,511,False,3
o15,rep1,stim/broccoli.bmp,S,234001,4,657,True,3
o15,rep1,stim/flashlight.bmp,S,237001,,0,,1
o15,rep1,stim/tree.bmp,B,240001,3,582,True,2
o15,rep1,stim/camera.bmp,S,243001,4,904,True,1
o15,rep1,stim/tree.bmp,B,246001,3,586,True,3
o15,rep1,stim/sequoia_tree.bmp,B,249001,3,854,True,1
o15,rep1,stim/penguin.bmp,B,256001,3,882,True,3
o15,rep1,stim/faint.bmp,S,263001,4,1245,True,3
o15,rep2,stim/avocado.bmp,S,29998,,0,,1
o15,rep2,stim/parrot.bmp,S,36999,3,1396,False,1
o15,rep2,stim/christmas_tree.bmp,B,39999,3,781,True,1
o15,rep2,stim/corn.bmp,S,42999,4,792,True,1
o15,rep2,stim/crip.bmp,B,45999,3,778,True,1
o15,rep2,stim/crab.bmp,S,56999,3,1903,False,1
o15,rep2,stim/windmill.bmp,B,67999,3,763,True,1
o15,rep2,stim/lock.bmp,S,70999,4,846,True,1
o15,rep2,stim/bigplant.bmp,B,73999,3,663,True,1
o15,rep2,stim/lock.bmp,S,76999,4,635,True,2
o15,rep2,stim/orange.bmp,S,83999,,0,,1
o15,rep2,stim/comb.bmp,S,86999,,0,,1
o15,rep2,stim/baby.bmp,B,89999,3,860,True,1
o15,rep2,stim/moose.bmp,B,96999,3,711,True,1
o15,rep2,stim/crip.bmp,B,103999,3,700,True,2
o15,rep2,stim/corn.bmp,S,110999,4,920,True,2
o15,rep2,stim/octopus.bmp,B,113999,3,1377,True,1
o15,rep2,stim/bigplant.bmp,B,116999,3,645,True,2
o15,rep2,stim/taxilondon.bmp,B,119999,3,670,True,1
o15,rep2,stim/oak.bmp,B,122999,3,609,True,1
o15,rep2,stim/peach.bmp,S,125999,4,700,True,1
o15,rep2,stim/orange.bmp,S,128999,,0,,2
o15,rep2,stim/cruiseship.bmp,B,131999,3,689,True,1
o15,rep2,stim/crab.bmp,S,134999,4,1251,True,2
o15,rep2,stim/wastebox.bmp,B,137999,3,792,True,1
o15,rep2,stim/octopus.bmp,B,148999,3,1068,True,2
o15,rep2,stim/comb.bmp,S,159999,4,673,True,2
o15,rep2,stim/comb.bmp,S,170999,,0,,3
o15,rep2,stim/cruiseship.bmp,B,173999,3,1072,True,2
o15,rep2,stim/baby.bmp,B,176999,3,746,True,2
o15,rep2,stim/octopus.bmp,B,179999,3,981,True,3
o15,rep2,stim/corn.bmp,S,182999,4,728,True,3
o15,rep2,stim/hose.bmp,B,185999,3,873,True,1
o15,rep2,stim/cruiseship.bmp,B,188999,,0,,3
o15,rep2,stim/lock.bmp,S,195999,4,688,True,3
o15,rep2,stim/crab.bmp,S,202999,,0,,3
o15,rep2,stim/cup.bmp,S,209999,,0,,1
o15,rep2,stim/bigplant.bmp,B,212999,3,707,True,3
o15,rep2,stim/hose.bmp,B,215999,3,916,True,2
o15,rep2,stim/baby.bmp,B,218999,,0,,3
o15,rep2,stim/orange.bmp,S,229999,4,669,True,3
o15,rep2,stim/razor.bmp,S,240999,,0,,1
o15,rep2,stim/bag.bmp,S,251999,,0,,1
o15,rep2,stim/razor.bmp,S,254999,,0,,2
o15,rep2,stim/crip.bmp,B,257999,3,692,True,3
o15,rep2,stim/calculator.bmp,S,260999,4,949,True,1
o15,rep2,stim/razor.bmp,S,263999,,0,,3
o15,rep2,stim/hose.bmp,B,266999,3,684,True,3
o16,rep1,stim/dove.bmp,S,30000,4,1035,True,1
o16,rep1,stim/camera.bmp,S,33001,4,916,True,1
o16,rep1,stim/basket.bmp,B,36000,3,863,True,1
o16,rep1,stim/apricot.bmp,S,39000,4,700,True,1
o16,rep1,stim/blender.bmp,B,42000,3,1604,True,1
o16,rep1,stim/basket.bmp,B,45000,3,751,True,2
o16,rep1,stim/dove.bmp,S,52000,4,754,True,2
o16,rep1,stim/dog.bmp,B,63000,3,825,True,1
o16,rep1,stim/jet.bmp,B,74001,3,836,True,1
o16,rep1,stim/swan.bmp,B,77000,3,1005,True,1
o16,rep1,stim/raspberry.bmp,S,80000,4,920,True,1
o16,rep1,stim/sequoia_tree.bmp,B,83000,3,853,True,1
o16,rep1,stim/saxophone.bmp,B,90000,3,801,True,1
o16,rep1,stim/stethoscope.bmp,S,93000,4,1115,True,1
o16,rep1,stim/bear.bmp,B,96001,3,676,True,1
o16,rep1,stim/saxophone.bmp,B,99000,3,681,True,2
o16,rep1,stim/grappes.bmp,S,102000,4,722,True,1
o16,rep1,stim/yarn.bmp,S,105000,3,1218,False,1
o16,rep1,stim/yarn.bmp,S,108000,4,904,True,2
o16,rep1,stim/crisantemo.bmp,S,111000,4,739,True,1
o16,rep1,stim/bear.bmp,B,114000,3,709,True,2
o16,rep1,stim/camera.bmp,S,117001,4,831,True,2
o16,rep1,stim/tiger.bmp,B,120000,3,659,True,1
o16,rep1,stim/saxophone.bmp,B,123000,3,781,True,3
o16,rep1,stim/raspberry.bmp,S,126000,4,680,True,2
o16,rep1,stim/flashlight.bmp,S,129000,4,715,True,1
o16,rep1,stim/flashlight.bmp,S,132000,4,503,True,2
o16,rep1,stim/blender.bmp,B,135000,3,1065,True,2
o16,rep1,stim/blender.bmp,B,142001,3,1076,True,3
o16,rep1,stim/barbacue.bmp,B,149000,3,839,True,1
o16,rep1,stim/leave.bmp,S,156000,4,811,True,1
o16,rep1,stim/grappes.bmp,S,167000,4,824,True,2
o16,rep1,stim/yarn.bmp,S,178000,3,2244,False,3
o16,rep1,stim/raspberry.bmp,S,189000,4,618,True,3
o16,rep1,stim/sofa.bmp,B,200001,3,789,True,1
o16,rep1,stim/grappes.bmp,S,211000,4,810,True,3
o16,rep1,stim/tweezers.bmp,S,222000,,0,,1
o16,rep1,stim/toothbrush.bmp,S,225000,4,906,True,1
o16,rep1,stim/camera.bmp,S,228000,4,670,True,3
o16,rep1,stim/sequoia_tree.bmp,B,231000,3,710,True,2
o16,rep1,stim/dog.bmp,B,234000,3,938,True,2
o16,rep1,stim/bear.bmp,B,237001,3,748,True,3
o16,rep1,stim/basket.bmp,B,240000,3,744,True,3
o16,rep1,stim/dove.bmp,S,243000,4,715,True,3
o16,rep1,stim/astronaut.bmp,B,246000,3,781,True,1
o16,rep1,stim/flashlight.bmp,S,249000,4,831,True,3
o16,rep1,stim/dog.bmp,B,256000,3,906,True,3
o16,rep1,stim/sequoia_tree.bmp,B,263001,3,767,True,3
o16,rep2,stim/oak.bmp,B,29999,3,981,True,1
o16,rep2,stim/ballena.bmp,B,36999,3,944,True,1
o16,rep2,stim/christmas_tree.bmp,B,39999,3,867,True,1
o16,rep2,stim/windmill.bmp,B,42999,3,884,True,1
o16,rep2,stim/bag.bmp,S,45999,4,1320,True,1
o16,rep2,stim/taxilondon.bmp,B,57000,3,660,True,1
o16,rep2,stim/avocado.bmp,S,67999,4,1290,True,1
o16,rep2,stim/tie.bmp,S,70999,4,804,True,1
o16,rep2,stim/christmas_tree.bmp,B,73999,3,751,True,2
o16,rep2,stim/peach.bmp,S,76999,4,745,True,1
o16,rep2,stim/bag.bmp,S,83999,4,870,True,2
o16,rep2,stim/frog.bmp,S,87000,4,944,True,1
o16,rep2,stim/christmas_tree.bmp,B,89999,3,802,True,3
o16,rep2,stim/bag.bmp,S,96999,4,943,True,3
o16,rep2,stim/parrot.bmp,S,103999,,0,,1
o16,rep2,stim/windmill.bmp,B,110999,3,781,True,2
o16,rep2,stim/cup.bmp,S,113999,4,799,True,1
o16,rep2,stim/moose.bmp,B,116999,3,795,True,1
o16,rep2,stim/wastebox.bmp,B,120000,3,1189,True,1
o16,rep2,stim/wastebox.bmp,B,122999,3,472,True,2
o16,rep2,stim/parrot.bmp,S,125999,4,764,True,2
o16,rep2,stim/calculator.bmp,S,129000,4,783,True,1
o16,rep2,stim/avocado.bmp,S,131999,4,785,True,2
o16,rep2,stim/cup.bmp,S,134999,4,739,True,2
o16,rep2,stim/avocado.bmp,S,137999,4,800,True,3
o16,rep2,stim/cleaver.bmp,S,149000,4,714,True,1
o16,rep2,stim/windmill.bmp,B,159999,3,736,True,3
o16,rep2,stim/cup.bmp,S,170999,4,772,True,3
o16,rep2,stim/calculator.bmp,S,173999,4,726,True,2
o16,rep2,stim/cherrytree.bmp,B,176999,3,994,True,1
o16,rep2,stim/moose.bmp,B,180000,3,773,True,2
o16,rep2,stim/parrot.bmp,S,183000,4,1135,True,3
o16,rep2,stim/oak.bmp,B,185999,3,849,True,2
o16,rep2,stim/moose.bmp,B,188999,3,1355,True,3
o16,rep2,stim/wastebox.bmp,B,195999,4,1080,False,3
o16,rep2,stim/peach.bmp,S,202999,4,963,True,2
o16,rep2,stim/peach.bmp,S,209999,4,726,True,3
o16,rep2,stim/calculator.bmp,S,212999,4,610,True,3
o16,rep2,stim/taxilondon.bmp,B,216000,3,684,True,2
o16,rep2,stim/pinefruit.bmp,S,218999,4,911,True,1
o16,rep2,stim/cherry.bmp,S,229999,4,741,True,1
o16,rep2,stim/rockychair.bmp,B,240999,3,737,True,1
o16,rep2,stim/taxilondon.bmp,B,251999,3,933,True,3
o16,rep2,stim/bolt.bmp,S,254999,4,958,True,1
o16,rep2,stim/shark.bmp,B,258000,3,875,True,1
o16,rep2,stim/piano.bmp,B,260999,3,822,True,1
o16,rep2,stim/basketball.bmp,B,263999,3,719,True,1
o16,rep2,stim/oak.bmp,B,266999,3,1051,True,3
o17,rep1,stim/jet.bmp,B,30000,3,2191,True,1
o17,rep1,stim/tiger.bmp,B,33001,3,841,True,1
o17,rep1,stim/astronaut.bmp,B,36001,3,843,True,1
o17,rep1,stim/barbacue.bmp,B,39001,3,736,True,1
o17,rep1,stim/wheelchair.bmp,B,42001,3,515,True,1
o17,rep1,stim/stapler.bmp,S,45001,4,931,True,1
o17,rep1,stim/chicken.bmp,B,52001,3,769,True,1
o17,rep1,stim/statue.bmp,B,63001,3,709,True,1
o17,rep1,stim/apricot.bmp,S,74001,3,961,False,1
o17,rep1,stim/astronaut.bmp,B,77001,3,796,True,2
o17,rep1,stim/shell.bmp,S,80001,4,839,True,1
o17,rep1,stim/sofa.bmp,B,83001,3,753,True,1
o17,rep1,stim/apricot.bmp,S,90001,3,1125,False,2
o17,rep1,stim/swan.bmp,B,93001,3,745,True,1
o17,rep1,stim/leave.bmp,S,96001,4,867,True,1
o17,rep1,stim/jet.bmp,B,99001,3,741,True,2
o17,rep1,stim/tweezers.bmp,S,102001,4,912,True,1
o17,rep1,stim/swan.bmp,B,105001,3,724,True,2
o17,rep1,stim/sofa.bmp,B,108001,3,622,True,2
o17,rep1,stim/tiger.bmp,B,111001,3,595,True,2
o17,rep1,stim/stethoscope.bmp,S,114001,4,947,True,1
o17,rep1,stim/tweezers.bmp,S,117001,4,590,True,2
o17,rep1,stim/toothbrush.bmp,S,120001,4,792,True,1
o17,rep1,stim/telephone_booth.bmp,B,123001,3,771,True,1
o17,rep1,stim/barbacue.bmp,B,126001,3,662,True,2
o17,rep1,stim/astronaut.bmp,B,129001,3,593,True,3
o17,rep1,stim/apricot.bmp,S,132001,4,868,True,3
o17,rep1,stim/rat.bmp,S,135001,4,750,True,1
o17,rep1,stim/rooster.bmp,B,142001,3,1658,True,1
o17,rep1,stim/zebra.bmp,B,149001,3,653,True,1
o17,rep1,stim/stethoscope.bmp,S,156001,4,793,True,2
o17,rep1,stim/tweezers.bmp,S,167001,4,839,True,3
o17,rep1,stim/barbacue.bmp,B,178001,3,1042,True,3
o17,rep1,stim/spinach.bmp,S,189001,4,1422,True,1
o17,rep1,stim/crisantemo.bmp,S,200001,4,797,True,1
o17,rep1,stim/tiger.bmp,B,211001,3,881,True,3
o17,rep1,stim/sofa.bmp,B,222001,3,1061,True,3
o17,rep1,stim/toothbrush.bmp,S,225001,4,894,True,2
o17,rep1,stim/screw.bmp,S,228001,4,876,True,1
o17,rep1,stim/jet.bmp,B,231001,3,909,True,3
o17,rep1,stim/crisantemo.bmp,S,234001,4,832,True,2
o17,rep1,stim/leave.bmp,S,237001,4,818,True,2
o17,rep1,stim/crisantemo.bmp,S,240001,4,740,True,3
o17,rep1,stim/swan.bmp,B,243001,3,832,True,3
o17,rep1,stim/leave.bmp,S,246001,4,730,True,3
o17,rep1,stim/spoon.bmp,S,249001,4,693,True,1
o17,rep1,stim/stethoscope.bmp,S,256001,4,744,True,3
o17,rep1,stim/toothbrush.bmp,S,263001,4,756,True,3
o17,rep2,stim/bolt.bmp,S,29998,4,971,True,1
o17,rep2,stim/shark.bmp,B,36999,3,1173,True,1
o17,rep2,stim/barrel.bmp,B,39999,3,906,True,1
o17,rep2,stim/cat.bmp,B,42999,3,724,True,1
o17,rep2,stim/cherrytree.bmp,B,45999,3,767,True,1
o17,rep2,stim/bolt.bmp,S,56999,4,914,True,2
o17,rep2,stim/pinefruit.bmp,S,67999,4,960,True,1
o17,rep2,stim/ballena.bmp,B,70999,3,1115,True,1
o17,rep2,stim/cleaver.bmp,S,73999,3,1414,False,1
o17,rep2,stim/rockychair.bmp,B,76999,3,824,True,1
o17,rep2,stim/gaspum.bmp,B,83999,3,1068,True,1
o17,rep2,stim/pinefruit.bmp,S,86999,4,926,True,2
o17,rep2,stim/tie.bmp,S,89999,4,794,True,1
o17,rep2,stim/cherry.bmp,S,96999,,0,,1
o17,rep2,stim/shark.bmp,B,103999,3,929,True,2
o17,rep2,stim/eggplant.bmp,S,110999,4,997,True,1
o17,rep2,stim/bolt.bmp,S,113999,4,1039,True,3
o17,rep2,stim/basketball.bmp,B,116999,3,1241,True,1
o17,rep2,stim/cherrytree.bmp,B,119999,3,1413,True,2
o17,rep2,stim/pinefruit.bmp,S,122999,4,1038,True,3
o17,rep2,stim/basketball.bmp,B,125999,,0,,2
o17,rep2,stim/piano.bmp,B,128999,3,852,True,1
o17,rep2,stim/piano.bmp,B,131999,3,927,True,2
o17,rep2,stim/cherry.bmp,S,134999,4,860,True,2
o17,rep2,stim/Iron.bmp,S,137999,3,901,False,1
o17,rep2,stim/cherry.bmp,S,148999,4,848,True,3
